search URL:,https://patents.google.com/?q=%28%28AB%253d%28%22carbon+capture%22%29+OR+AB%253d%28%22carbon+dioxide%2Acapture%22%29+OR+AB%253d%28%22carbon+dioxide%2Atrap%2A%22%29+OR+AB%253d%28%22CO2+capture%22%29+OR+AB%253d%28%22carbon%2Aseparat%2A%22%29+OR+AB%253d%28%22CO2+separat%2A%22%29+OR+AB%253d%28%22captur%2A+carbon+dioxide%22%29+OR+AB%253d%28%22captur%2A+CO2%22%29+OR+AB%253d%28%22separat%2A+carbon+dioxide%22%29+OR+AB%253d%28%22absorb%2A+carbon+dioxide%22%29+OR+AB%253d%28%22compress%2A+carbon+dioxide%22%29+OR+AB%253d%28%22carbon%2Aabsor%2A%22%29+OR+AB%253d%28%22CO2+absor%2A%22%29+OR+AB%253d%28%22carbon%2Acompress%2A%22%29+OR+AB%253d%28%22CO2+compress%2A%22%29+OR+%28%28AB%253d%28%22solvent+regenerat%2A%22%29+OR+AB%253d%28%22solvent+recover%2A%22%29%29+AND+AB%253d%28%22carbon%22%29%29%29++OR++%28TI%253d%28%22carbon+capture%22%29+OR+TI%253d%28%22carbon+dioxide%2Acapture%22%29+OR+TI%253d%28%22carbon+dioxide%2Atrap%2A%22%29+OR+TI%253d%28%22CO2+capture%22%29+OR+TI%253d%28%22carbon%2Aseparat%2A%22%29+OR+TI%253d%28%22CO2+separat%2A%22%29+OR+TI%253d%28%22captur%2A+carbon+dioxide%22%29+OR+TI%253d%28%22captur%2A+CO2%22%29+OR+TI%253d%28%22separat%2A+carbon+dioxide%22%29+OR+TI%253d%28%22absorb%2A+carbon+dioxide%22%29+OR+TI%253d%28%22compress%2A+carbon+dioxide%22%29+OR+TI%253d%28%22carbon%2Aabsor%2A%22%29+OR+TI%253d%28%22CO2+absor%2A%22%29+OR+TI%253d%28%22carbon%2Acompress%2A%22%29+OR+TI%253d%28%22CO2+compress%2A%22%29+OR+%28%28TI%253d%28%22solvent+regenerat%2A%22%29+OR+TI%253d%28%22solvent+recover%2A%22%29%29+AND+TI%253d%28%22carbon%22%29%29%29%29&before=priority:20160101&after=priority:19800101&status=GRANT&type=PATENT&language=ENGLISH&dups=language&num=100
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CA-2237748-C,Process for recovering sf6 from a gas ,"Air Liquide Canada, Inc., Yao-En Li, Magdy Meimari, L'air Liquide, Societe Anonyme Pour L'etude Et L'exploitation Des Proced Es Georges Claude","Yao-En Li, Magdy Meimari",1997-05-15,1998-05-14,2002-11-12,2002-11-12,https://patents.google.com/patent/CA2237748C/en,
CA-1162719-A,Process for the removal of acid gases from a gas mixture mainly consisting of methane ,"Roelof Cornelisse, Shell Canada Limited",Roelof Cornelisse,1980-03-31,1981-02-10,1984-02-28,1984-02-28,https://patents.google.com/patent/CA1162719A/en,
SU-1537125-A3,Method of purifying gas from hydrogen sulfide and carbon dioxide ,Шелл Интернэшнл Рисерч Маатсхаппий Б.В. (Фирма),"Мария Ван-Дер Хильда, Пас-Тоорнстра",1981-06-15,1982-06-14,1990-01-15,1990-01-15,https://patents.google.com/patent/SU1537125A3/en,
CA-1182280-A,Process for the removal of h.sub.2s and co.sub.2 from a gas mixture ,"Hilde M. Van Der Pas-Toornstra, Shell Canada Limited",Hilde M. Van Der Pas-Toornstra,1981-06-15,1982-05-20,1985-02-12,1985-02-12,https://patents.google.com/patent/CA1182280A/en,
US-7121115-B2,Sour natural gas treating method ,Institut Francais Du Petrole,"Eric Lemaire, Fabrice LeComte",2002-12-04,2003-12-04,2006-10-17,2006-10-17,https://patents.google.com/patent/US7121115B2/en,https://patentimages.storage.googleapis.com/bb/2c/22/177b3013743aec/US07121115-20061017-D00000.png
CN-1083895-C,"Grain-oriented electrical steel sheet having excellent magnetic characteristics, its mfg. method and its mfg. device ",新日本制铁株式会社,"坂井辰彦, 浜田直也, 南田胜宏, 杉山公彦, 坂井田晃, 茂木尚",1997-01-24,1998-01-26,2002-05-01,2002-05-01,https://patents.google.com/patent/CN1083895C/en,https://patentimages.storage.googleapis.com/80/7d/9f/fc32bcaa4eb7a0/C9880006200201.png
TW-546726-B,High pressure processing apparatus and method ,"Dainippon Screen Mfg, Kobe Steel Ltd","Ikuo Mizobata, Yusuke Muraoka, Kimitsugu Saito, Ryuji Kitakado, Yoichi Inoue",2001-05-17,2002-05-17,2003-08-11,2003-08-11,https://patents.google.com/patent/TW546726B/en,
CA-2369350-C,Gas deacidification process with washing of the hydrocarbons desorbed during solvent regeneration ,"Institut Francais Du Petrole, Renaud Cadours, Fabrice Lecomte, Pascal Mougin","Renaud Cadours, Fabrice Lecomte, Pascal Mougin",2001-02-02,2002-01-31,2009-09-15,2009-09-15,https://patents.google.com/patent/CA2369350C/en,
US-5426219-A,Process for recovering organic acids ,A.E. Staley Manufacturing Co.,"William F. Lehnhardt, Robert V. Schanefelt, Lori L. Napier",1993-07-26,1993-07-26,1995-06-20,1995-06-20,https://patents.google.com/patent/US5426219A/en,https://patentimages.storage.googleapis.com/8d/35/76/c2875c31bcd7ce/US5426219-drawings-page-3.png
US-6412482-B1,Avalanche survival pack assembly ,Carl D. Rowe,Carl D. Rowe,2000-01-24,2000-01-24,2002-07-02,2002-07-02,https://patents.google.com/patent/US6412482B1/en,https://patentimages.storage.googleapis.com/02/2c/23/fe52c269c973bf/US06412482-20020702-D00000.png
EP-1218674-B1,Air conditioning unit with an inner heat transfer unit ,Behr GmbH & Co. KG,"Bernd Dienhart, Hans-Joachim Krauss, Hagen Mittelstrass, Karl-Heinz Staffa, Christoph Walter, Bernd Kallfass",1999-09-20,2000-09-18,2004-12-22,2004-12-22,https://patents.google.com/patent/EP1218674B1/en,https://patentimages.storage.googleapis.com/9b/62/cc/5c1915df4011aa/00210001.png
EP-0305446-B1,Coal pulverizer inerting and fire extinguishing system ,"Combustion Engineering, Inc.","Stanley W. Kmiotek, Mark P. Johnson, James D. Rogers",1987-03-18,1988-02-08,1991-08-21,1991-08-21,https://patents.google.com/patent/EP0305446B1/en,https://patentimages.storage.googleapis.com/dd/b2/ea/2a93107edaee62/imgf0001.png
US-6403256-B1,Alkali metal electrochemical cell activated with a nonaqueous electrolyte having a sulfite additive ,Wilson Greatbatch Ltd.,"Hong Gan, Esther S. Takeuchi",1999-01-25,2000-01-24,2002-06-11,2002-06-11,https://patents.google.com/patent/US6403256B1/en,https://patentimages.storage.googleapis.com/c1/7c/ae/c70fe50dc21100/US06403256-20020611-D00001.png
CA-1293173-C,Coal pulverizer inerting and fire extinguishing system ,"Stanley E. Kmiotek, Mark P. Johnson, James D. Rogers, Combustion Engineering, Inc.","Stanley E. Kmiotek, Mark P. Johnson, James D. Rogers",1987-03-18,1988-02-22,1991-12-17,1991-12-17,https://patents.google.com/patent/CA1293173C/en,
DE-19944950-B4,Air conditioning with internal heat exchanger ,"Behr Gmbh & Co. Kg, Kühner GmbH & Cie","Bernd Dr.-Ing. Dienhart, Hans-Joachim Dipl.-Ing. Krauss (Fh), Hagen Dipl.-Ing. Mittelstrass (Ba), Karl-Heinz Dipl.-Ing. Staffa, Christoph Dipl.-Ing. Walter, Bernd Dipl.-Ing. Kallfaß",1999-09-20,1999-09-20,2008-01-31,2008-01-31,https://patents.google.com/patent/DE19944950B4/en,
ES-2234674-T3,AIR CONDITIONING INSTALLATION WITH INTERIOR HEAT EXCHANGER. ,BEHR GMBH &amp; CO. KG,"Bernd Dienhart, Hans-Joachim Krauss, Hagen Mittelstrass, Karl-Heinz Staffa, Christoph Walter, Bernd Kallfass",1999-09-20,2000-09-18,2005-07-01,2005-07-01,https://patents.google.com/patent/ES2234674T3/en,
US-5614459-A,Process for making activated charcoal ,Universidad De Antioquia,"Fanor Mondragon, John Fernandez, Alfredo Jaramillo, Gustavo Quintero",1995-06-07,1995-06-07,1997-03-25,1997-03-25,https://patents.google.com/patent/US5614459A/en,
DE-4124468-B4,A process for obtaining a polylactide in a purified state and a process for the preparation of a pharmaceutical composition with the purified polylactides ,Novartis Ag,Walter Dr. Prikoszovich,1990-08-01,1991-07-24,2010-10-28,2010-10-28,https://patents.google.com/patent/DE4124468B4/en,
US-7021341-B2,Filling station for the filling of fluids ,"Norsk Hydro Asa, Thermo King Corporation","Herman H. Viegas, Osten Andersson, Torgeir Hansen, Nils Magnus Sølverød",2001-12-21,2004-06-18,2006-04-04,2006-04-04,https://patents.google.com/patent/US7021341B2/en,https://patentimages.storage.googleapis.com/56/11/d2/8acadb5aa37a48/US07021341-20060404-D00000.png
EP-1164338-B1,Heat pump system of combination of ammonia cycle and carbon dioxide cycle ,"Hachiyo Engineering Co., Ltd.",Hidetoshi Kaneo,1999-02-24,1999-09-30,2006-01-11,2006-01-11,https://patents.google.com/patent/EP1164338B1/en,https://patentimages.storage.googleapis.com/fe/99/53/298ee3547dfd68/imgf0001.png
EP-1463905-B1,Filling station for the filling of fluids and a method for same ,"YARA International ASA, Thermo King Corporation","Herman H. Viegas, Osten Andersson, Torgeir Hansen, Nils Magnus Solverod",2001-12-21,2002-12-20,2006-08-09,2006-08-09,https://patents.google.com/patent/EP1463905B1/en,https://patentimages.storage.googleapis.com/81/53/cf/9981195b8f123f/imgf0001.png
US-5087370-A,Method and apparatus to detoxify aqueous based hazardous waste ,"Clean Harbors, Inc.","Alexander Schultheis, Mark A. Landrigan, Arun Lakhani",1990-12-07,1990-12-07,1992-02-11,1992-02-11,https://patents.google.com/patent/US5087370A/en,https://patentimages.storage.googleapis.com/22/d7/e4/4a5261ea24c525/US5087370-drawings-page-2.png
US-5221480-A,Method and apparatus to detoxify aqueous based hazardous waste ,"Clean Harbors, Inc.","Alexander Schultheis, Mark A. Landrigan, Arun Lakhani",1990-12-07,1991-11-19,1993-06-22,1993-06-22,https://patents.google.com/patent/US5221480A/en,https://patentimages.storage.googleapis.com/73/1d/a8/2cad1ea9c3a52a/US5221480-drawings-page-2.png
AU-747666-B2,Heat pump system of combination of ammonia cycle and carbon dioxide cycle ,"Hachiyo Engineering Co., Ltd.",Hidetoshi Kaneo,1999-02-24,1999-09-30,2002-05-16,2002-05-16,https://patents.google.com/patent/AU747666B2/en,
CA-1233109-A,Process and apparatus for obtaining pure co ,"Rainer Fabian, Freimut Marold, Dieter Latzin, Linde Aktiengesellschaft","Rainer Fabian, Freimut Marold, Dieter Latzin",1983-04-12,1984-04-12,1988-02-23,1988-02-23,https://patents.google.com/patent/CA1233109A/en,
CA-1269359-A,Absorbent composition containing a severely hindered amino compound and an amine salt and process for the absorption of h.sub.2s using the same ,"George R. Chludzinski, Noah S. Rothblatt, Fred J. Heinzelmann, James P. Glass, Jr., Geoffrey R. Say, Guido Sartori, Exxon Research And Engineering Company, W.S. Winston Ho","George R. Chludzinski, Noah S. Rothblatt, Fred J. Heinzelmann, James P. Glass, Jr., Geoffrey R. Say, Guido Sartori, W.S. Winston Ho",1985-08-30,1986-08-14,1990-05-22,1990-05-22,https://patents.google.com/patent/CA1269359A/en,
EP-0611087-B1,Plastic closure with compression molded sealing liner ,"Owens-Illinois Closure Inc.,",John W. Bayer,1993-02-11,1994-02-02,1999-04-28,1999-04-28,https://patents.google.com/patent/EP0611087B1/en,
ES-2269782-T3,FILLING STATION FOR FILLING FLUIDS AND PROCEDURE FOR THE SAME. ,"Yara International Asa, Thermo King Corporation","Herman H. Viegas, Osten Andersson, Torgeir Hansen, Nils Magnus Solverod",2001-12-21,2002-12-20,2007-04-01,2007-04-01,https://patents.google.com/patent/ES2269782T3/en,
DE-69929477-T2,AN AMMONIA CIRCUIT AND A CARBON DIOXIDE CIRCUIT COMBINING HEAT PUMP ,"Hachiyo Engineering Co., Ltd., Yaizu",Hidetoshi Yaizu-Shi KANEO,1999-02-24,1999-09-30,2006-07-20,2006-07-20,https://patents.google.com/patent/DE69929477T2/en,
DE-60213870-T2,FILLING STATION FOR FILLING FLUIDS AND METHOD THEREFOR ,"Yara International Asa, Thermo King Corp., Minneapolis","H. Herman Minneapolis VIEGAS, Osten Andersson, Torgeir Hansen, Nils Magnus Solverod",2001-12-21,2002-12-20,2007-09-06,2007-09-06,https://patents.google.com/patent/DE60213870T2/en,
DE-69418073-T2,Plastic closure with molded sealing covering ,"Owens-Illinois Closure Inc., Toledo, Ohio",John W. Perrysburg Ohio 43551 Bayer,1993-02-11,1994-02-02,1999-08-12,1999-08-12,https://patents.google.com/patent/DE69418073T2/en,
JP-3458310-B2,Heat pump system combining ammonia cycle and carbon dioxide cycle ,八洋エンジニアリング株式会社,英敏 金尾,1999-02-24,1999-09-30,2003-10-20,2003-10-20,https://patents.google.com/patent/JP3458310B2/en,
ES-2257105-T3,HEAT PUMP SYSTEM THAT COMBINES AN AMMONIA CYCLE WITH A CARBON DIOXIDE CYCLE. ,"Hachiyo Engineering Co., Ltd.",Hidetoshi Kaneo,1999-02-24,1999-09-30,2006-07-16,2006-07-16,https://patents.google.com/patent/ES2257105T3/en,
US-6203599-B1,Process for the removal of gas contaminants from a product gas using polyethylene glycols ,Union Carbide Chemicals & Plastics Technology Corporation,"Craig Norman Schubert, William I. Echt",1999-07-28,1999-07-28,2001-03-20,2001-03-20,https://patents.google.com/patent/US6203599B1/en,https://patentimages.storage.googleapis.com/53/a0/b2/4178e02d91ea2d/US6203599-drawings-page-3.png
EP-1206311-B1,Process for removing contaminants from gas using polyethylene glycols ,Union Carbide Chemicals & Plastics Technology Corporation,"Craig Norman Schubert, William I. Echt",1999-07-27,2000-07-27,2004-04-14,2004-04-14,https://patents.google.com/patent/EP1206311B1/en,https://patentimages.storage.googleapis.com/5e/72/2b/e84fbed77723a1/00270001.png
EP-0588660-B1,Laser assisted demolding of ophthalmic lenses ,"JOHNSON &amp; JOHNSON VISION PRODUCTS, INC.","Denwood F. Ross, Olin W. Calvin, Craig W. Walker, Thomas G. Davis",1992-09-18,1993-09-17,1996-07-10,1996-07-10,https://patents.google.com/patent/EP0588660B1/en,https://patentimages.storage.googleapis.com/85/81/7d/5b66afd19a908e/imgf0001.png
CA-2391256-C,Process for removing contaminants from gas using polyethylene glycols ,"Union Carbide Chemicals & Plastics Technology Corporation, Craig Norman Schubert, William I. Echt, Union Carbide Chemicals & Plastics Technology Llc","Craig Norman Schubert, William I. Echt",1999-07-27,2000-07-27,2009-09-01,2009-09-01,https://patents.google.com/patent/CA2391256C/en,
EP-0245301-B1,Process for producing a carbon dioxide-containing hop-molt drink and distribution device for this drink ,"PACHERNEGG, Rudolf",Rudolf Pachernegg,1985-11-04,1986-11-04,1990-03-28,1990-03-28,https://patents.google.com/patent/EP0245301B1/en,https://patentimages.storage.googleapis.com/49/e9/69/56720ad44e1ac0/imgf0001.png
AU-765775-B2,Process for removing contaminants from gas using polyethylene glycols ,Union Carbide Chemicals & Plastics Technology Corporation,"William I. Echt, Craig Norman Schubert",1999-07-27,2000-07-27,2003-10-02,2003-10-02,https://patents.google.com/patent/AU765775B2/en,
CA-2106328-C,Laser assisted demolding of ophthalmic lenses ,"Denwood F. Ross, Craig W. Walker, Olin W. Calvin, Thomas G. Davis, Johnson & Johnson Vision Products Inc., Johnson & Johnson Vision Care, Inc.","Denwood F. Ross, Craig W. Walker, Olin W. Calvin, Thomas G. Davis",1992-09-18,1993-09-16,2001-11-27,2001-11-27,https://patents.google.com/patent/CA2106328C/en,
CN-1040397-C,Iron manganese catalyst for preparation of low carbon olefines by synthetic gas and synthetic reaction ,中国科学院大连化学物理研究所,"徐龙伢, 王清遐, 周智远, 蔡光宇, 赵修松, 陈国权, 王开立",1992-09-03,1992-09-03,1998-10-28,1998-10-28,https://patents.google.com/patent/CN1040397C/en,
AU-662835-B2,Laser assisted demolding of ophthalmic lenses ,"Johnson & Johnson Vision Products, Inc.","Olin W. Calvin, Thomas G. Davis, Denwood F. Ross, Craig W. Walker",1992-09-18,1993-09-03,1995-09-14,1995-09-14,https://patents.google.com/patent/AU662835B2/en,
KR-100467696-B1,Organic electrolytic solution and lithium battery employing the same ,삼성에스디아이 주식회사,"이두연, 이효석",2002-08-31,2002-08-31,2005-01-24,2005-01-24,https://patents.google.com/patent/KR100467696B1/en,
JP-5399596-B2,Method for removing contaminants from gas using polyethylene glycols ,ユニオン  カーバイド  ケミカルズ  アンド  プラスティックス  テクノロジー  エルエルシー,"ノーマン シューバート，クレイグ, アイ． エクト，ウイリアム",1999-07-28,2000-07-27,2014-01-29,2014-01-29,https://patents.google.com/patent/JP5399596B2/en,https://patentimages.storage.googleapis.com/35/58/5a/baa5057485362c/0005399596-3.png
DE-60009920-T2,METHOD FOR REMOVING CONTAMINATION FROM A GAS USING POLYETHYLENE GLYCLE ,"Union Carbide Chemicals & Plastics Technology Corp., Danbury","Norman Craig SCHUBERT, I. William ECHT",1999-07-27,2000-07-27,2005-03-31,2005-03-31,https://patents.google.com/patent/DE60009920T2/en,
ES-2215060-T3,PROCEDURE TO ELIMINATE GAS POLLUTANTS USING POLYETHYLENE GLYCOLS. ,UNION CARBIDE CHEMICALS &amp; PLASTICS TECHNOLOGY CORPORATION,"Craig Norman Schubert, William I. Echt",1999-07-27,2000-07-27,2004-10-01,2004-10-01,https://patents.google.com/patent/ES2215060T3/en,
CN-1189233-C,Process for removing contaminants from gas using polyethylene glycols ,联合碳化化学及塑料技术公司,"C·N·舒伯特, W·I·埃希特",1999-07-27,2000-07-27,2005-02-16,2005-02-16,https://patents.google.com/patent/CN1189233C/en,
DE-69303562-T2,Laser-assisted mold separation from ophthalmic lenses ,Johnson & Johnson Vision Prod,"Olin W Calvin, Thomas G Davis, Denwood F Ross, Craig W Walker",1992-09-18,1993-09-17,1996-12-19,1996-12-19,https://patents.google.com/patent/DE69303562T2/en,
JP-3293975-B2,Laser removal of molded ophthalmic lens ,ジョンソン・アンド・ジョンソン・ビジョン・ケア・インコーポレイテッド,"デンウッド・エフ・ロス, クライグ・ダブリュー・ウォーカー, オリン・ダブリュー・カルビン, トーマス・ジー・デイビス",1992-09-18,1993-09-17,2002-06-17,2002-06-17,https://patents.google.com/patent/JP3293975B2/en,
US-4706752-A,Method for foam emplacement in carbon dioxide enhanced recovery ,Union Oil Company Of California,LeRoy W. Holm,1984-12-03,1984-12-03,1987-11-17,1987-11-17,https://patents.google.com/patent/US4706752A/en,
CN-1250926-C,Heat pump ,三洋电机株式会社,"桑原修, 向山洋, 小林雅博, 上村一朗, 井崎博和, 石原寿和",2001-07-02,2002-07-02,2006-04-12,2006-04-12,https://patents.google.com/patent/CN1250926C/en,https://patentimages.storage.googleapis.com/63/0d/52/9d7da259cca0f6/C0280253400091.png
CA-2445076-C,Low-density cellular wood plastic composite and process for formation ,"Washington State University Research Foundation, David F. Dostal, Michael P. Wolcott","David F. Dostal, Michael P. Wolcott",2001-04-26,2002-04-26,2010-09-14,2010-09-14,https://patents.google.com/patent/CA2445076C/en,
CA-1191812-A,Mist suppressant for solvent extraction metal electrowinning ,"Maynard H. Olson, David A. Bultman, Minnesota Mining And Manufacturing Company","Maynard H. Olson, David A. Bultman",1980-06-16,1981-05-25,1985-08-13,1985-08-13,https://patents.google.com/patent/CA1191812A/en,
ES-2359903-T3,METHOD OF RECOVERY OF AMONICACO FROM A GASEOUS MIX. ,"Mitsubishi Gas Chemical Company, Inc.","Hiroshi Umino, Nobuyasu Chikamatsu, Hirofumi Ito, Masamichi Mizukami",2000-04-28,2001-04-26,2011-05-30,2011-05-30,https://patents.google.com/patent/ES2359903T3/en,
US-5698667-A,Pretreatment of wood particulates for removal of wood extractives ,"Weyerhaeuser Company, North Pacific Paper Corporation","Jerry R. Speaks, Roger O. Campbell, Michael A. Veal",1995-12-27,1995-12-27,1997-12-16,1997-12-16,https://patents.google.com/patent/US5698667A/en,https://patentimages.storage.googleapis.com/a8/30/08/99781c60770124/US5698667-drawings-page-2.png
US-5770085-A,Extraction of metals and/or metalloids from acidic media using supercritical fluids and salts ,"Idaho Research Foundation, Inc.","Chien M. Wai, Neil G. Smart, Yuehe Lin",1991-06-12,1995-06-02,1998-06-23,1998-06-23,https://patents.google.com/patent/US5770085A/en,https://patentimages.storage.googleapis.com/94/b2/39/60cb6687575da8/US5770085-drawings-page-3.png
US-6225423-B1,"Olefin polymerization catalyst system, producing and using it ",Borealis Technolgy Oy,"Ove S. Andell, Harri Hokkanen, Marja Mustonen",1996-01-26,1997-01-24,2001-05-01,2001-05-01,https://patents.google.com/patent/US6225423B1/en,
US-5798394-A,Rubber devulcanization process ,Exxon Research And Engineering Company,"Ronald Damian Myers, John Brenton MacLeod",1995-10-27,1996-10-21,1998-08-25,1998-08-25,https://patents.google.com/patent/US5798394A/en,https://patentimages.storage.googleapis.com/9e/f1/e3/82e195e35820dd/US5798394-drawings-page-2.png
US-7078580-B2,Process for separating aromatics by extractive distillation and a composite solvent used therein ,"China Petroleum & Chemical Corporation, Research Institute Of Petroleum Processing, Sinopec","Longsheng Tian, Wencheng Tang, Ming Zhao, Yunming Zhang, Zhifeng Bian, Huixia Sun, Shijin Wu",2001-06-29,2002-06-28,2006-07-18,2006-07-18,https://patents.google.com/patent/US7078580B2/en,https://patentimages.storage.googleapis.com/1d/86/d2/9a50ae4ad88703/US07078580-20060718-D00000.png
EP-0876405-B1,"Olefin polymerization catalyst system, producing and using it ",Borealis A/S,"Ove S. Andell, Harri Hokkanen, Marja Mustonen",1996-01-26,1997-01-24,2000-03-15,2000-03-15,https://patents.google.com/patent/EP0876405B1/en,
EP-0876405-B2,"Olefin polymerization catalyst system, producing and using it ",Borealis A/S,"Ove S. Andell, Harri Hokkanen, Marja Mustonen",1996-01-26,1997-01-24,2007-01-03,2007-01-03,https://patents.google.com/patent/EP0876405B2/en,
CN-1098281-C,"Olefin polymerization catalyst system, producing and using it ",博里利斯股份公司,"O·S·安德尔, H·霍卡南, M·穆斯托南",1996-01-26,1997-01-24,2003-01-08,2003-01-08,https://patents.google.com/patent/CN1098281C/en,
FI-104825-B,"The olefin polymerization catalyst system, its preparation and use ",Borealis As,"Harri Hokkanen, Ove S Andell, Marja Mustonen",1996-01-26,1996-01-26,2000-04-14,2000-04-14,https://patents.google.com/patent/FI104825B/en,
DE-69701447-T2,"OLEFIN POLYMERIZATION CATALYSTS, THEIR PRODUCTION AND USE ","Borealis A/S, Lyngby","S. Andell, Harri Hokkanen, Marja Mustonen",1996-01-26,1997-01-24,2000-09-14,2000-09-14,https://patents.google.com/patent/DE69701447T2/en,
DE-69701447-T3,"OLEFIN POLYMERIZATION CATALYSTS, THEIR PREPARATION AND USE ",Borealis A/S,"S. Ove ANDELL, Harri Hokkanen, Marja Mustonen",1996-01-26,1997-01-24,2007-07-12,2007-07-12,https://patents.google.com/patent/DE69701447T3/en,
CN-1087021-C,Rubber devulcanization process ,埃克森研究工程公司,"R·D·麦尔斯, P·尼可森, M·E·莫伊尔, J·B·迈克雷奥德",1995-10-27,1996-10-25,2002-07-03,2002-07-03,https://patents.google.com/patent/CN1087021C/en,
TW-494116-B,Rubber devulcanization process ,Exxon Research Engineering Co,"Ronald Damian Myers, Peter Nicholson, Michael Edward Moir, John Brenton Macleod",1995-10-27,1997-01-13,2002-07-11,2002-07-11,https://patents.google.com/patent/TW494116B/en,
US-4789456-A,Process for preparing mesophase pitches ,"Agency Of Industrial Science And Technology, Maruzen Petrochemical Co., Ltd.","Masatoshi Tsuchitani, Sakae Naito, Ryoichi Nakajima",1986-05-26,1987-05-11,1988-12-06,1988-12-06,https://patents.google.com/patent/US4789456A/en,
US-5091072-A,Process for preparing pitches ,"Maruzen Petrochemical Co., Ltd.","Masatoshi Tsuchitani, Makoto Tamura, Kiyotaka Suzuki, Sjuji Okada, Ryoichi Nakajima, Sakae Naito",1987-06-18,1990-04-03,1992-02-25,1992-02-25,https://patents.google.com/patent/US5091072A/en,https://patentimages.storage.googleapis.com/fe/4c/82/9e1c137f3200df/US5091072-drawings-page-3.png
US-7347982-B2,Apparatus and method for recovering carbon black from pyrolysis byproducts ,"Federal Recycling Technologies, Inc.",Gilbert W. Denison,2000-12-15,2001-12-14,2008-03-25,2008-03-25,https://patents.google.com/patent/US7347982B2/en,https://patentimages.storage.googleapis.com/32/50/fc/dd46944181a892/US07347982-20080325-D00001.png
CN-1020621-C,Method for preparing asphalt ,丸善石油化学株式会社,"槌谷正俊, 田村诚, 钤木清贵, 冈田修二, 中岛亮一, 内藤荣",1987-06-18,1988-06-18,1993-05-12,1993-05-12,https://patents.google.com/patent/CN1020621C/en,https://patentimages.storage.googleapis.com/0a/f8/c5/1f035cc135395c/881036781_DRIMG1.png
CA-1174246-A,Process for producing normal-octanol ,"Noriaki Yoshimura, Masuhiko Tamura, Kuraray Co., Ltd.","Noriaki Yoshimura, Masuhiko Tamura",1981-02-16,1982-02-15,1984-09-11,1984-09-11,https://patents.google.com/patent/CA1174246A/en,
CA-1302934-C,Process for preparing pitches ,"Masatoshi Tsuchitani, Kiyotaka Suzuki, Makoto Tamura, Ryoichi Nakajima, Shuji Okada, Sakae Naito, Maruzen Petrochemical Co., Ltd.","Masatoshi Tsuchitani, Kiyotaka Suzuki, Makoto Tamura, Ryoichi Nakajima, Shuji Okada, Sakae Naito",1987-06-18,1988-06-08,1992-06-09,1992-06-09,https://patents.google.com/patent/CA1302934C/en,
SU-1590047-A3,Method of producing mesophase pitch ,"Кодзо Индзука И Марузен Петрокемикал Ко, Лтд (Фирма)","Тсуситани Масатоси, Наито Сакае, Накаджима Риоиси",1986-05-26,1987-05-25,1990-08-30,1990-08-30,https://patents.google.com/patent/SU1590047A3/en,
CN-1260571-C,Method and apparatus for real time remote determining multiple pollutants in vehicle exhaust ,中国科学院安徽光学精密机械研究所,"董凤忠, 刘文清, 张玉钧, 刘建国, 陆亦怀, 齐锋, 谢品华, 王亚萍, 涂兴华, 汪世美, 魏庆农, 司福祺",2003-01-21,2003-01-21,2006-06-21,2006-06-21,https://patents.google.com/patent/CN1260571C/en,https://patentimages.storage.googleapis.com/2a/79/ca/a27f1ee4e80d4d/C0311274700112.png
US-5358046-A,Oil recovery process utilizing a supercritical carbon dioxide emulsion ,Marathon Oil Company,"Robert D. Sydansk, Karl D. Dreher",1993-01-07,1993-10-29,1994-10-25,1994-10-25,https://patents.google.com/patent/US5358046A/en,
US-5283113-A,Process for producing carbon fiber felt ,"Petoca, Ltd.","Yoshiyuki Nishimura, Mikio Watanabe, Kazuo Jonouchi",1991-10-18,1992-10-16,1994-02-01,1994-02-01,https://patents.google.com/patent/US5283113A/en,
CN-1771340-B,"Method for producing improved coal for use in metallurgy, and method for producing reduced metal and slag containing oxidized nonferrous metal ",株式会社神户制钢所,"原田孝夫, 田中英年, 小林勋, 奥山宪幸, 重久卓夫",2003-04-09,2004-03-05,2010-12-22,2010-12-22,https://patents.google.com/patent/CN1771340B/en,https://patentimages.storage.googleapis.com/18/ac/26/ca8342db818b86/H04809502519950507E000011.png
CN-101935728-B,Method for producing upgraded coal for use in metallurgy and method for producing reduced metal and slag containing oxidized nonferrous metal using the coal ,株式会社神户制钢所,"原田孝夫, 田中英年, 小林勋, 奥山宪幸, 重久卓夫",2003-04-09,2004-03-05,2012-05-09,2012-05-09,https://patents.google.com/patent/CN101935728B/en,https://patentimages.storage.googleapis.com/59/b4/fd/8ef2a3cda8aec2/HSA00000270777600021.png
CA-1243583-A,Protective hood with co.sub.2 absorbent ,"Bertil Werjefelt, E. I. Du Pont De Nemours And Company",Bertil Werjefelt,1985-03-12,1986-03-06,1988-10-25,1988-10-25,https://patents.google.com/patent/CA1243583A/en,
RU-2029762-C1,Process for preparing substituted hydrocarbons ,"Дзе Бок Груп, Инк.","Рамачандрам Рамакршинан, И.Ширли Артур, Шеу Лиен-Лунг",1990-10-31,1991-10-30,1995-02-27,1995-02-27,https://patents.google.com/patent/RU2029762C1/en,https://patentimages.storage.googleapis.com/4e/5e/a1/5735f4e68d1b3e/00000001.png
